Geneid	ENCFF630HEX_Total_RNAseq_K562.bam
RPSAP26	0
AC018462.2	1
B3GNT2	1282
MIR5192	0
RN7SL51P	0
AC093159.2	0
AC093159.1	3
RN7SL18P	0
TMEM17	49
AC107083.1	0
AC092155.2	7
PSAT1P2	0
RSL24D1P2	0
AC092155.1	0
EHBP1	718
AC092567.1	0
AC007098.1	1
AC009501.1	2
OTX1	25
AC009501.3	0
AC009501.2	0
DBIL5P2	2
WDPCP	233
AC074367.1	4
AC016734.2	4
MDH1	7506
AC016734.1	10
RPS4XP5	2
AC096664.2	0
AC096664.1	0
HNRNPA1P66	0
UGP2	2202
RF01293	3
VPS54	1676
AC012368.2	0
PELI1	621
AC012368.1	8
LINC00309	0
AC012368.3	0
AC114752.1	0
AC114752.2	0
MIR4433B	0
MIR4433A	0
RPL23AP37	1
AC008074.1	0
AC008074.2	0
LGALSL	0
LINC01805	0
AC008074.3	2
AFTPH	1369
MIR4434	4
RNU6-100P	0
LINC02579	0
SERTAD2	297
AC007365.1	14
AC007365.2	1
RN7SL341P	0
LINC01800	0
LINC02245	0
RN7SL211P	0
AC007386.1	1
SLC1A4	2047
RNU6-548P	0
LINC02576	0
CEP68	396
RAB1A	2833
RF00090	1
AC007318.2	12
AC007318.1	55
ACTR2	5208
SPRED2	528
AC012370.1	8
AC007389.1	47
AC012370.2	1
AC007389.4	1
AC007389.2	0
RN7SL635P	0
VTRNA2-2P	0
AC007389.3	0
AC007389.5	4
KRT18P33	2
AC007741.1	0
AC118345.1	0
AC092669.1	0
MIR4778	0
LINC01873	0
MEIS1-AS3	0
MEIS1	469
MEIS1-AS2	0
LINC01798	1
LINC01797	0
AC009474.1	0
AC009474.2	0
LINC01799	0
LINC01628	0
AC007403.1	0
LINC01828	0
LINC01829	0
AC023115.1	0
ETAA1	578
AC007422.1	0
AC007422.2	0
LINC01812	0
AC079112.1	0
C1D	447
AC017083.4	0
WDR92	163
PPIAP64	0
AC017083.3	3
PNO1	2145
PPP3R1	786
AC017083.2	2
AC017083.1	25
CNRIP1	58
AC015969.1	0
PLEK	60
AC127383.1	0
FBXO48	63
APLF	177
AC130709.1	0
PROKR1	12
ARHGAP25	731
LINC01888	0
LINC01890	0
BMP10	46
GKN3P	0
GKN2	0
GKN1	0
ANTXR1	37
MIR3126	0
RNA5SP96	0
RNU6-1216P	0
AC112230.1	0
GFPT1	3840
NFU1	1027
AAK1	457
RN7SL604P	0
SNORA36C	1
AC092431.2	4
B3GALNT1P1	0
ANXA4	332
AC092431.1	0
GMCL1	1113
AC019206.1	0
RPL23AP92	0
SNRNP27	540
MXD1	938
ASPRV1	39
PCBP1-AS1	474
RN7SL470P	0
PCBP1	1134
AC016700.3	0
AC016700.1	2
LINC01816	4
C2orf42	255
TIA1	2878
MIR1285-2	0
AC016700.2	2
PCYOX1	1106
SNRPG	6027
FAM136A	3232
AC022201.2	6
BRD7P6	0
AC022201.1	1
TGFA	0
TGFA-IT1	0
ADD2	1675
AC005234.1	0
FIGLA	0
HMGN2P21	0
CLEC4F	1
AC007395.1	0
CD207	0
LINC01143	0
RF02272	0
VAX2	0
ATP6V1B1	0
AC007040.2	1
ATP6V1B1-AS1	1
ELOCP21	0
RN7SL160P	0
ANKRD53	0
TEX261	1282
AC007040.1	0
AC007881.2	0
OR7E91P	0
OR7E46P	0
OR7E62P	0
NAGK	252
AC007881.3	12
MCEE	356
MPHOSPH10	2348
AC007881.1	0
PAIP2B	72
ZNF638	6390
AC007878.1	150
RNU6-105P	0
DYSF	133
RPS20P10	1
CYP26B1	0
EXOC6B	116
AC006461.1	0
RNU2-39P	0
SPR	852
EMX1	4
AC012366.1	0
SFXN5	871
RAB11FIP5	270
AC010913.1	4
NOTO	0
SMYD5	1198
PRADC1	941
CCT7	17040
FBXO41	206
EGR4	0
RNU6-111P	0
AC074008.2	0
RPSAP28	0
ALMS1	1935
ALMS1-IT1	78
AC074008.1	3
NAT8	0
ALMS1P1	0
NAT8B	1
TPRKB	798
AC092653.1	6
AC092653.2	14
DUSP11	735
C2orf78	7
STAMBP	1410
AC073046.2	0
ACTG2	1
DGUOK	1782
DGUOK-AS1	100
RNA5SP97	0
AC073046.1	24
TET3	760
AC110801.1	0
FNBP1P1	120
AC073263.1	2
BOLA3	1520
BOLA3-AS1	250
MOB1A	5378
AC073263.3	1
AC073263.2	17
MTHFD2	12461
AC006030.1	5
SLC4A5	1
KRT18P26	0
RNU6-542P	0
NECAP1P2	0
TAF13P2	0
DCTN1	2533
DCTN1-AS1	1
AC005041.1	0
AC005041.2	0
C2orf81	0
HMGA1P8	1
WDR54	138
RTKN	114
INO80B	30
INO80B-WBP1	1
WBP1	130
MOGS	2696
MRPL53	49
CCDC142	308
TTC31	685
LBX2	93
AC005041.3	3
LBX2-AS1	37
PCGF1	462
TLX2	0
DQX1	12
AUP1	4232
HTRA2	2088
LOXL3	42
DOK1	985
M1AP	3
AC005033.1	0
TVP23BP2	0
SEMA4F	82
AC007387.1	1
AC019069.1	163
HK2	833
LINC01291	0
AC104135.1	2
LINC01293	0
POLE4	776
TACR1	0
MIR5000	1
AC007681.1	3
GAPDHP57	0
EVA1A	0
AC007099.2	0
RF01233	7
AC007099.1	0
AC005034.1	0
MRPL19	1945
SUPT4H1P1	0
GCFC2	834
AC005034.3	106
AC005034.5	4
AC005034.2	0
AC005034.4	1
SUCLA2P2	0
AC073091.1	0
AC073091.2	0
RN7SKP203	239
RN7SKP164	0
LRRTM4	0
RNA5SP98	0
AC079117.1	0
AC084149.1	0
AC084149.2	0
AC105399.1	0
LINC01851	0
AC012494.1	0
CYCSP6	70
AC064872.1	0
AC092660.1	0
RNU6-827P	0
RNU6-812P	0
REG3G	0
REG1B	0
REG1A	0
REG1CP	0
REG3A	0
AC011754.1	0
CTNNA2	4
AC010975.1	0
AC010975.3	0
AC010975.2	0
RNU6-561P	0
MIR4264	0
MIR8080	0
AC016716.2	0
AC016716.1	0
LRRTM1	3
AC008067.1	0
AC012355.1	0
AC105342.1	0
AC012075.1	0
LINC01815	0
RNA5SP99	0
AC013262.1	0
RN7SL201P	0
AC079896.1	0
LYARP1	0
RNU6-685P	0
AC010105.1	0
AC109638.1	0
MTND4P25	0
MTND5P27	0
MTND6P7	0
MTCYBP7	0
DHFRP3	0
AC138623.1	0
LINC01809	1
RPL37P10	0
RNU6-1312P	0
AC016908.1	0
ST6GALNAC2P1	0
FUNDC2P2	2
AC106874.1	0
SUCLG1	3491
DNAH6	0
DUXAP1	0
LDHAP7	14
TRABD2A	10
AC010087.1	0
RPL12P18	0
TMSB10	10052
AC022210.1	10
KCMF1	1934
LINC01964	0
AC078974.1	0
LSM3P3	0
TCF7L1	0
TCF7L1-IT1	0
RNU6-674P	0
AC093162.1	12
AC093162.2	0
TGOLN2	2775
PEBP1P2	0
RETSAT	967
ELMOD3	463
AC062037.1	0
RN7SL113P	4
AC062037.2	0
CAPG	1205
SH2D6	10
RN7SL251P	0
RPSAP22	15
MAT2A	9824
GGCX	919
VAMP8	2022
RN7SL126P	1
VAMP5	5
RNF181	2279
TMEM150A	200
USP39	3282
C2orf68	1543
SFTPB	0
GNLY	2
AC012454.1	0
RNU1-38P	0
ATOH8	0
MIR6071	0
AC105053.1	0
RN7SKP83	0
ST3GAL5	248
ST3GAL5-AS1	1
AC012511.1	0
POLR1A	4020
PTCD3	6702
SNORD94	188
IMMT	4883
MIR4779	3
AC009309.1	102
MRPL35	3134
REEP1	9
RF00413	6
KDM3A	1481
CHMP3	959
RNF103-CHMP3	1
RNU6-640P	0
AC015971.1	4
RNF103	322
RMND5A	4379
CD8A	0
CD8B	2
ANAPC1P1	3
AC111200.1	0
RGPD1	0
AC111200.2	0
NDUFB4P5	0
PLGLB1	0
AC125232.1	60
AC092651.2	27
AC092651.1	0
AC083899.1	124
MIR4771-1	0
AC083899.2	0
LINC01955	0
AC083899.3	0
IGKV3OR2-268	0
AC068279.1	0
LINC01943	4
CYTOR	2437
AC133644.3	28
AC133644.2	3
AC133644.1	2
MIR4435-1	0
AC133965.1	1
AC093616.1	1
PLGLB2	0
RGPD2	56
MTATP8P2	0
NDUFB4P7	0
AC108479.1	0
AC108479.2	0
RNU2-63P	136
KRCC1	303
SMYD1	0
MIR4780	0
FABP1	0
THNSL2	0
MRPL45P1	5
RNU6-1168P	0
RNU6-1007P	0
AC012671.1	0
FOXI3	0
TEX37	2
AC104134.1	0
EIF2AK3	839
AC062029.1	89
RPIA	495
ANKRD36BP2	1
AC244205.1	0
AC244205.2	0
MIR4436A	0
IGKC	0
IGKJ5	0
IGKJ4	0
IGKJ3	0
IGKJ2	0
IGKJ1	0
IGKV4-1	0
IGKV5-2	0
IGKV7-3	0
PGBD4P5	0
IGKV2-4	0
IGKV1-5	0
IGKV1-6	0
IGKV3-7	0
IGKV1-8	0
IGKV1-9	0
IGKV2-10	0
IGKV3-11	0
IGKV1-12	0
IGKV1-13	0
IGKV2-14	0
IGKV3-15	0
IGKV1-16	0
IGKV1-17	0
IGKV2-18	0
IGKV2-19	0
IGKV3-20	0
IGKV6-21	0
IGKV1-22	0
IGKV2-23	0
IGKV2-24	0
IGKV3-25	0
IGKV2-26	0
AC244255.1	0
IGKV1-27	0
IGKV2-28	0
IGKV2-29	0
IGKV2-30	0
IGKV3-31	0
IGKV1-32	0
IGKV1-33	0
IGKV3-34	0
IGKV1-35	0
IGKV2-36	0
IGKV1-37	0
IGKV2-38	0
IGKV1-39	0
IGKV2-40	0
AC006453.4	0
AC006453.2	18
RF00001	0
AC006453.1	0
AC006453.3	0
AC006453.5	0
IGKV2D-40	0
IGKV1D-39	0
IGKV2D-38	0
IGKV1D-37	0
IGKV2D-36	0
IGKV1D-35	0
IGKV3D-34	0
IGKV1D-33	0
IGKV1D-32	0
IGKV3D-31	0
IGKV2D-30	0
IGKV2D-29	0
IGKV2D-28	0
IGKV1D-27	0
IGKV2D-26	0
IGKV3D-25	0
IGKV2D-24	0
IGKV2D-23	0
IGKV1D-22	0
IGKV6D-21	0
IGKV3D-20	0
IGKV2D-19	0
IGKV2D-18	0
IGKV6D-41	0
IGKV1D-17	0
IGKV1D-16	0
IGKV3D-15	0
IGKV2D-14	0
IGKV1D-13	0
IGKV1D-12	0
IGKV3D-11	0
IGKV2D-10	0
IGKV1D-42	0
IGKV1D-43	0
IGKV1D-8	0
IGKV3D-7	0
AC233263.2	0
IGKV1OR2-118	0
AC233263.1	0
AC233263.6	0
AC233266.1	0
AC233266.2	0
AC116050.2	0
AC116050.1	47
RNA5SP100	0
DRD5P1	0
AC027612.2	3
AC027612.4	0
AC027612.1	0
AC027612.3	3
GGT8P	0
IGKV1OR2-1	0
ABCD1P5	0
AC127391.1	0
PABPC1P6	0
SLC9B1P2	0
ACTR3BP2	0
CHEK2P3	0
AC128677.1	0
IGKV1OR2-2	0
AL845331.3	0
AL845331.2	0
CNN2P11	0
AL845331.1	0
CNN2P8	0
AC073464.3	0
CYP4F32P	34
AC073464.2	3
SNX18P14	6
AC073464.1	8
ANKRD20A8P	38
RNU6-1320P	0
AC097374.2	0
AC097374.1	213
TEKT4	1
MTCO1P48	0
MTCO3P45	0
RPS24P6	0
AC103563.3	0
AC103563.4	0
AC103563.5	0
AC103563.1	0
AC103563.6	0
AC103563.8	0
RN7SL575P	0
AC103563.7	0
MAL	0
AC103563.2	0
MRPS5	3017
ZNF514	754
ZNF2	202
SLC2AXP1	0
AC092835.1	0
PROM2	0
KCNIP3	1
FABP7P2	0
FAHD2A	780
AC009238.3	0
AC009238.2	0
AC009238.1	0
UBTFL5	0
AC133104.2	0
AC133104.1	0
TRIM43B	0
AC009237.11	0
AC009237.1	0
AC009237.10	0
AC009237.2	0
TRIM64FP	0
AC009237.14	7
AC009237.3	3
AC009237.8	0
AC009237.15	0
AC009237.5	0
OR7E102P	0
TRIM51JP	0
AC009237.16	0
AC009237.4	0
TRIM43	0
AC009237.7	0
AC009237.13	0
AC009237.12	0
UBTFL3	0
AC009237.17	0
AC009237.6	0
AC009237.9	0
AC008268.1	0
GPAT2P1	0
LINC00342	92
ANKRD36C	1193
RN7SL210P	0
FAHD2CP	108
GPAT2	8
ADRA2B	1
ASTL	0
DUSP2	0
AC012307.1	2
STARD7	9429
STARD7-AS1	129
TMEM127	902
CIAO1	3140
SNRNP200	8373
AC021188.1	6
ITPRIPL1	306
NCAPH	2421
NEURL3	0
AC013270.1	2
ARID5A	229
KANSL3	3365
FER1L5	0
LMAN2L	646
CNNM4	275
MIR3127	0
CNNM3-DT	12
CNNM3	347
ANKRD23	33
ANKRD39	281
SEMA4C	1878
FAM178B	603
RNA5SP101	0
AC079395.3	0
AC079395.2	0
AC079395.1	0
TRIM43CP	0
AC018892.1	0
AC018892.2	0
IGKV2OR2-1	0
IGKV2OR2-2	0
IGKV1OR2-3	0
GPAT2P2	0
FAHD2B	387
AC018892.3	10
RN7SL313P	0
ANKRD36	1100
AC159540.2	0
AC159540.1	0
IGKV1OR2-9	0
IGKV2OR2-10	0
IGKV2OR2-7D	0
IGKV3OR2-5	0
IGKV1OR2-6	0
IGKV2OR2-7	0
IGKV2OR2-8	0
IGKV1OR2-11	0
AC092683.1	3
AC092683.2	0
ANKRD36B	575
AC017099.1	7
UBTFL6	0
COX5B	7260
ACTR1B	1713
C2orf92	134
RNU4-8P	0
ZAP70	9
TMEM131	721
HMGN1P36	26
RNU7-96P	1
VWA3B	5
ATP5F1BP1	0
AC092675.1	0
CNGA3	0
AC092675.2	0
INPP4A	877
COA5	1041
UNC50	1158
MGAT4A	21
YWHAQP5	0
AC109826.1	0
RNU4-84P	0
KIAA1211L	0
RNU7-46P	0
TSGA10	56
AC019097.1	1
C2orf15	8
AC079447.1	2
LIPT1	167
AC092587.1	0
MITD1	624
MRPL30	2010
LYG2	0
LYG1	38
TXNDC9	1466
EIF5B	1975
REV1	1838
AC018690.1	30
AFF3	0
AC092667.1	0
LINC01104	0
LONRF2	533
AC012493.2	0
AC012493.3	0
CHST10	875
AC012493.1	0
NMS	0
AC068538.1	0
PDCL3	358
HMGN2P22	0
LINC01849	0
NANOGNBP1	0
LINC01868	0
AC092168.1	0
NPAS2	1
AC092168.2	0
AC016738.2	0
AC016738.1	5
RPL31	24966
TBC1D8	66
BBIP1P1	0
TBC1D8-AS1	8
CNOT11	1800
RNF149	763
SNORD89	17
MIR5696	0
CREG2	0
AC092570.1	0
RFX8	0
LINC01870	0
AC092570.3	0
AC092570.2	0
MAP4K4	4756
LINC01127	0
IL1R2	2
IL1R1	138
AC007271.1	0
IL1RL2	0
FAM183DP	0
IL1RL1	293
IL18R1	300
SDR42E1P5	2
IL18RAP	375
MIR4772	2
AC007278.2	11
AC007278.1	16
SLC9A4	0
SLC9A2	155
MFSD9	403
TMEM182	188
LINC01796	0
LINC01935	0
AC108051.1	0
AC073987.1	0
AC010881.1	0
AC092568.1	1
AC018880.1	0
AC018880.2	0
AC013727.1	0
AC013727.2	0
LINC01965	0
RF02091	0
AC096554.1	0
AHCYP3	0
AC068535.1	0
LINC01831	0
LINC01102	0
LINC01103	0
AC013402.2	0
AC013402.3	0
AC013402.1	0
RPL23AP27	0
AC068057.1	0
AC068057.2	0
LINC01114	0
HMGB3P11	0
LINC01158	0
AC018730.2	0
POU3F3	0
AC018730.1	0
LINC01159	0
AC010884.1	0
MRPS9	2202
AC104655.1	0
LINC01918	0
GPR45	0
AC012360.2	1
TGFBRAP1	1103
AC012360.1	11
AC012360.3	370
C2orf49	1018
FHL2	460
AC108058.1	4
NCK2	1020
AC010978.1	1
AC009505.1	0
C2orf40	0
UXS1	586
AC018878.1	0
AC092106.2	1
RPL22P10	0
AC092106.1	0
AC114755.3	0
AC114755.4	0
AC114755.1	0
AC114755.2	0
AC114755.5	0
PLGLA	0
RGPD3	1
AC097527.1	0
CD8B2	0
AC108868.2	32
AC108868.1	0
EEF1A1P12	48
ST6GAL2	0
ST6GAL2-IT1	0
AC016994.1	0
PPP1R2P5	0
AC005040.1	0
LINC01789	0
AC096669.1	0
LINC01885	14
LINC01886	0
GACAT1	0
RGPD4-AS1	0
RGPD4	0
AC009963.2	0
AC009963.1	0
RPL22P8	0
AC009963.3	0
SLC5A7	0
LINC01593	0
ACTP1	0
LINC01594	0
SETD6P1	0
SULT1C3	0
WASF1P1	0
SULT1C2	1
SULT1C2P2	0
SULT1C2P1	0
GMCL1P2	0
SULT1C4	0
SMIM12P1	0
GCC2	1411
GCC2-AS1	29
LIMS1	2215
LIMS1-AS1	0
AC010095.1	0
RPL10P5	0
RANBP2	10859
CCDC138	1021
AC073415.1	16
EDAR	0
SH3RF3-AS1	0
SH3RF3	1
MIR4265	0
SNRPGP9	1
MIR4266	0
SEPT10	0
AC011753.4	0
AC011753.2	0
SOWAHC	0
AC011753.1	0
BMS1P19	0
AC011753.3	0
RPL22P11	0
AC074387.1	0
RGPD5	0
LIMS3	0
AC013271.1	0
AC013268.1	0
AC013268.5	0
GPAA1P1	0
ZBTB45P1	0
LINC01123	0
AC013268.3	0
AC013268.2	0
AC013268.4	0
MIR4267	0
MALL	0
MIR4436B1	0
NPHP1	1
AC140479.3	0
SMIM37	325
AC140479.4	0
AC140479.5	0
AC140479.6	0
MIR4436B2	0
AC140479.7	0
AC140479.1	0
AC140479.2	0
LINC01106	0
ZBTB45P2	0
GPAA1P2	0
AC112229.4	0
AC112229.1	0
AC112229.3	0
LIMS4	0
AC112229.2	0
AC108938.1	0
RGPD6	0
AC226101.1	0
RPL22P12	0
BUB1	4272
AC114776.1	0
ACOXL	0
RPL5P9	4
MIR4435-2HG	1930
ACOXL-AS1	1
BCL2L11	316
AC108463.2	0
AC108463.1	63
AC108463.3	13
AC068491.2	0
AC068491.3	11
RPS14P4	0
MIR4435-2	1
AC068491.4	40
AC068491.1	1
AC017002.6	4
AC017002.5	0
AC017002.3	0
AC017002.1	84
AC017002.4	0
AC017002.2	0
ANAPC1	3420
AC093166.4	0
AC093166.1	0
AC093166.2	0
MIR4771-2	1
AC093166.3	0
EEF1E1P1	7
MERTK	73
RN7SL297P	0
AC104651.1	0
AC104651.2	0
TMEM87B	941
FBLN7	0
AC092645.1	0
ZC3H8	971
ZC3H6	236
NDUFB4P6	0
AC115115.1	0
RGPD8	2
AC012442.3	0
TTL	2734
POLR1B	2606
CHCHD5	219
AC012442.2	4
AC012442.1	14
AC079922.1	5
AC079922.2	34
SLC20A1	4810
NT5DC4	64
CKAP2L	830
IL1A	10
IL1B	1
AC079753.1	1
XIAPP3	3
IL37	1
CDK8P2	0
IL36G	0
HMGN2P23	1
AC016724.1	0
IL36A	0
IL36B	0
IL36RN	0
IL1F10	0
RNU6-1180P	0
IL1RN	3
PSD4	3206
AC016683.1	0
PAX8-AS1	1379
PAX8	35
IGKV1OR2-108	0
AC016745.1	0
AC016745.2	0
CBWD2	652
FOXD4L1	8
LINC01961	0
PGM5P4-AS1	2
PGM5P4	2
FAM138B	1
MIR1302-3	1
WASH2P	175
DDX11L2	120
AL078621.3	7
RPL23AP7	96
RABL2A	52
AL078621.1	2
AL078621.2	0
AC017074.2	0
AC017074.1	17
RNU6-744P	0
SLC35F5	1903
MIR4782	4
AC104653.2	0
AC104653.1	2
AC110769.2	48
ACTR3	12332
AC110769.3	19
LINC01191	0
AC110769.1	4
AC010982.1	0
SEPHS1P7	0
RNU2-41P	0
DPP10	0
DPP10-AS3	0
DPP10-AS2	0
DPP10-AS1	0
RPSAP23	0
AC104408.1	0
AC062016.1	0
MTCYBP39	0
AC062016.2	0
MTND1P28	0
MTND2P21	0
MTCO1P43	0
RNU7-190P	0
AC092170.1	0
AC009312.1	0
DDX18	6894
AC009404.1	108
HTR5BP	0
CCDC93	1220
AC009303.1	6
AC009303.2	0
AC009303.3	0
AC009303.4	6
RN7SL111P	0
INSIG2	182
AC093901.1	0
LINC01956	0
EN1	48
MARCO	1
AC013457.1	0
C1QL2	0
RN7SL468P	0
STEAP3	699
STEAP3-AS1	0
C2orf76	130
DBI	1207
TMEM37	17
SCTR	2
AC013275.1	0
CFAP221	24
TMEM177	431
AC069154.1	0
PTPN4	1290
AC016691.1	0
EPB41L5	535
AC012363.1	0
MTATP6P26	0
MTCO3P43	0
MTND3P10	0
MTND4LP14	0
MTND4P26	0
MTND5P28	0
TMEM185B	586
RALB	2005
AC012363.2	0
INHBB	0
LINC01101	0
AC073257.2	0
AC073257.1	0
AC018866.1	0
GLI2	0
AC017033.1	0
AC067960.1	0
AC079988.1	0
TFCP2L1	114
AC013399.1	0
CLASP1	2410
AC012447.1	11
RNU4ATAC	89
NIFK-AS1	435
RPL12P15	0
AC018737.2	0
NPM1P32	0
NIFK	3359
TSN	4767
AC018737.1	0
LINC01823	0
AC062020.1	0
LINC01826	0
AC073409.1	0
AC092646.2	0
AC092646.1	0
AC064859.1	0
RN7SKP102	2
AC079154.1	0
CNTNAP5	0
MTND5P22	0
AC019159.1	0
RNA5SP102	0
RNU6-259P	0
LINC01889	0
AC097499.1	0
LINC01941	2
AC023347.1	36
AC023347.2	0
YWHAZP2	4
GYPC	3676
AC013474.1	10
RNU6-675P	0
TEX51	0
RNU7-182P	0
AC012508.2	0
AC012508.1	0
BIN1	18
NIFKP9	0
CYP27C1	0
AC110926.1	0
ERCC3	1710
MAP3K2	1166
RNU6-1147P	0
AC068282.1	32
PROC	0
MIR4783	0
IWS1	2456
AC010976.1	0
RNU4-48P	0
MYO7B	6
AC010976.2	0
LIMS2	0
GPR17	0
WDR33	3765
SFT2D3	537
RNY4P7	2
AC006011.2	4
POLR2D	2313
RNU6-395P	0
AC006011.1	0
AMMECR1L	1132
AC012306.2	63
AC012306.1	0
SAP130	366
AC108059.3	0
UGGT1	6533
AC108059.1	0
AC108059.2	0
DYNLT3P2	2
AC017079.1	0
AC017079.2	1
HS6ST1	217
RNA5SP103	0
ISCA1P6	1
AC012451.1	0
AC068483.1	0
LINC01854	1
PPIAP65	1
LINC02572	1
PLAC9P1	0
LINC01856	0
RPL22P7	0
RAB6C-AS1	0
RAB6C	0
AC079776.3	0
FAR2P1	1
AC079776.2	0
AC079776.1	0
ARHGAP42P2	0
KLF2P1	0
CYP4F27P	0
POTEF	13
AC018865.2	0
AC018865.1	0
RNU6-1049P	0
MED15P9	46
CCDC74B	9
SMPD4	2010
MZT2B	2433
TUBA3E	3
AC018804.1	0
RHOQP3	0
NOC2LP1	223
AC134915.1	0
MED15P5	0
MTND1P29	0
MTND2P22	0
MTCO1P7	0
MTCO2P7	0
MTATP6P7	0
MTCO3P7	0
AC068137.3	0
AC068137.4	0
MTND4P27	0
MTND5P29	0
MTND6P8	0
MTCYBP8	0
AC068137.1	0
AC068137.2	0
AC132479.1	0
CCDC115	1617
IMP4	3255
PTPN18	660
FAR2P2	7
KLF2P2	0
CYP4F62P	1
POTEI	7
RNU6-473P	0
AC013269.2	0
CFC1B	0
AC013269.1	0
PRSS40B	0
PRSS40A	0
AC140481.2	0
CFC1	0
POTEJ	1
RNU6-848P	0
CYP4F30P	1
AC140481.3	0
FAR2P3	1
KLF2P3	0
GPR148	0
AC140481.1	0
AMER3	0
CYCSP8	0
AC133785.1	0
ARHGEF4	0
RF00423	0
RF00426	0
AC009477.2	0
FAM168B	3683
PLEKHB2	4580
NEK2P4	28
AC009477.1	5
NF1P8	115
MED15P8	18
POTEE	662
RNU6-127P	5
FAR2P4	304
KLF2P4	0
AC073869.8	0
ARHGAP42P1	0
AC073869.10	1
AC073869.2	0
RAB6D	0
AC073869.5	0
MTCYBP10	0
MTND6P10	0
MTND5P23	0
MTND4P21	0
AC073869.7	0
AC073869.6	0
MTCO3P18	0
MTATP6P4	0
MTCO2P18	0
MTCO1P18	0
MTND2P18	0
MTND1P26	0
MED15P3	0
AC073869.4	0
LINC01120	0
AC073869.9	0
GNAQP1	3
NOC2LP2	8
RHOQP2	2
AC073869.3	0
MZT2A	1608
TUBA3D	1
MIR4784	0
AC073869.1	540
CCDC74A	182
MED15P4	7
POTEKP	134
RNU6-617P	0
AC093838.1	6
LINC01087	19
GRAMD4P8	2
C2orf27A	37
AC093724.1	3
C2orf27B	0
AC103564.3	0
AC103564.1	0
AC103564.2	0
AJ239322.2	0
AJ239322.1	0
LINC01945	0
AC093787.1	0
AC098826.3	0
AC098826.1	0
AC098826.2	0
ANKRD30BL	0
RNU6-1132P	0
RNA5-8SP5	0
MIR663B	0
CDC27P1	0
AC097532.1	0
ZNF806	0
AC097532.2	0
FAM201B	0
RNU6-175P	0
GPR39	0
YBX1P7	0
RN7SKP103	0
LYPD1	0
AC010974.1	0
NCKAP5	0
AC016909.1	0
AC016909.2	0
AC011755.1	0
AC010890.1	0
RNU6-579P	0
RN7SKP154	0
NCKAP5-IT1	0
AC011243.1	0
RN7SKP93	1
MGAT5	1380
MIR3679	2
RNA5SP104	1
EDDM3CP	0
TMEM163	17
CCNT2-AS1	24
VDAC2P4	0
AC110620.1	0
ACMSD	0
MIR5590	0
CCNT2	1707
MAP3K19	0
RAB3GAP1	4123
SNORA40B	4
ZRANB3	893
AC064850.1	39
R3HDM1	546
RNU6-512P	0
MIR128-1	1
UBXN4	2179
LCT	5
AC011893.1	0
MCM6	5269
AC011999.1	2
DARS	5074
DARS-AS1	23
AC068492.1	0
CXCR4	0
HNRNPKP2	6
AC112255.1	0
UBBP1	2
RN7SKP141	0
SMC4P1	0
THSD7B	0
RNA5SP105	0
HNMT	192
LINC01832	0
AC097523.1	0
YWHAEP5	4
AC097523.2	0
AC097721.1	21
AC114763.1	66
AC114763.2	0
SPOPL	338
AC092620.2	12
AC092620.3	0
AC092620.1	1
NXPH2	0
RN7SKP286	0
YY1P2	0
AHCYP4	0
AC062021.1	0
AC016710.1	24
MRPS18BP2	0
AC012497.1	0
AC078851.1	0
RN7SL283P	0
LINC01853	0
MTCO1P44	0
MTND2P19	0
MTND1P27	0
LRP1B	1
MIR7157	0
AC117947.1	0
AC010740.1	0
RNU6-904P	0
AC068287.1	0
AC078882.1	0
UBE2V1P14	0
AC013444.1	0
KYNU	335
AC013444.2	0
ARHGAP15	419
MTCYBP11	0
MTND6P11	0
MTND5P24	0
MTND4P22	0
MTND4LP12	0
MTND3P9	0
MTCO3P5	0
AC013437.2	0
MTCO2P5	0
AC013437.1	0
AC096558.1	0
AC096558.2	0
AC079793.1	0
AC092652.3	5
AC092652.1	2
AC092652.2	0
AC079584.2	0
AC079584.1	0
AC016910.1	0
GTDC1	362
ZEB2	3821
AC009951.2	0
AC009951.1	251
ZEB2-AS1	17
RF01984	0
RF01986	0
RF01987	0
LINC01412	0
TEX41	3
AC023128.1	0
RF01992	0
AC023128.2	0
LINC01966	0
AC096666.1	0
RPL6P5	0
AC092484.1	5
AC079163.1	0
AC079248.1	0
AC079248.2	0
AC062031.1	0
RNU7-2P	0
RPL17P12	0
AC093084.1	0
PABPC1P2	0
AC103881.1	0
LINC01911	0
AC062032.1	0
RNU6-692P	0
RNU6-715P	0
RNA5SP106	0
AC009480.2	0
ACVR2A	159
RNU6-1275P	0
AC009480.1	0
ORC4	1694
MBD5	343
AC019226.1	12
AC019226.2	0
RF00554	3
AC019070.1	0
RPS29P8	0
EPC2	1395
RNU2-9P	0
UBBP3	0
AC105402.3	0
AC105402.2	0
AC105402.1	0
KIF5C	0
LYPD6B	1
TXNP5	3
FAM8A3P	0
LYPD6	0
AC007394.1	0
MMADHC	9928
AC007364.1	6
RNU6-601P	0
LINC01931	0
LINC01818	2
LINC01817	0
RND3	88
LINC01920	0
AC104777.3	0
AC104777.2	0
AC104777.1	0
AC023469.2	0
AC023469.1	0
AC018731.1	0
FABP5P10	0
RBM43	127
NMI	1045
TNFAIP6	1
MIR4773-2	0
MIR4773-1	0
RN7SL124P	0
RIF1	11894
NEB	788
ARL5A	2257
AC068547.1	0
CACNB4	2
AC079790.1	0
